song_id,name,artist_name,tags,genre,duration_ms,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
TRMFHKK128F4270628,This Life,Mandalay,"electronic, chillout, trip_hop, lounge",Folk,258866,0.574,0.586,-7.878,1,0.0778,0.0323,0.0496,0.0668,0.631,172.084
TRCGGFQ128F4292407,The Turnaround,The Herbaliser,"hip_hop, lounge",,196080,0.616,0.952,-4.15,0,0.299,0.00664,0.731,0.334,0.928,197.022
TRQOCDP128F931C23D,Tomach,Wagon Christ,"electronic, ambient, chillout, lounge",Electronic,271626,0.74,0.581,-6.167,1,0.0503,0.0264,0.79,0.0956,0.495,104.945
TRSUOXY128F93187C9,Vivid,Thievery Corporation,"electronic, chillout, trip_hop, lounge",Metal,262400,0.808,0.575,-12.168,0,0.112,0.0456,0.858,0.0506,0.368,100.004
TRBJVHH128F1455840,Aganju,Bebel Gilberto,"female_vocalists, lounge",,335186,0.806,0.469,-6.849,0,0.0766,0.00495,0.329,0.314,0.511,119.981
TRCDPJL128F92DFE94,Reminders,Jaga Jazzist,"jazz, chillout, lounge",Jazz,404506,0.254,0.574,-9.801,0,0.0447,0.527,0.859,0.116,0.139,156.89
TRDIYMX12903C9F56D,A part of me,Micatone,"chillout, downtempo, lounge",,250373,0.586,0.288,-11.884,0,0.185,0.711,0.00199,0.0877,0.141,170.188
TRGKOVQ128F92E742A,Raincoat Song,The Decemberists,"indie_rock, acoustic, lounge",,142400,0.608,0.313,-9.712,1,0.0306,0.76,0.0,0.118,0.28,128.262
TRRCHIJ12903CAF6D6,Were You Thinking of Me?,Yonderboi,"alternative, trip_hop, lounge",Electronic,203026,0.736,0.688,-5.77,1,0.0264,0.00114,0.0337,0.106,0.822,115.082
TRGRBXI128F4263D63,You Stayed,De-Phazz,"jazz, chillout, downtempo, lounge",Jazz,247240,0.619,0.823,-11.247,1,0.0388,0.221,0.705,0.12,0.805,84.993
TRJBEYE128F92E321D,Taking a Chance on Love,Jane Monheit,"female_vocalists, jazz, lounge",,198493,0.53,0.434,-6.708,0,0.119,0.761,0.0,0.122,0.617,172.69
TRBMMKH128F427E8DA,Dance the Dance,Jazzanova,"jazz, lounge",,503200,0.456,0.665,-10.122,0,0.0434,0.244,0.816,0.47,0.419,123.984
TROFCAS128F931C26C,Northstar,Cujo,"electronic, trip_hop, lounge, drum_and_bass",Electronic,369706,0.462,0.433,-11.811,1,0.0918,0.0206,0.619,0.162,0.281,165.078
TRJPBFD128F427EA58,Carismático,Babasónicos,"rock, pop, lounge",,155920,0.683,0.924,-4.819,1,0.0325,0.0516,2.3e-06,0.0957,0.771,137.029
TRRWVXA128F932E698,Linctus,Aim,"chillout, trip_hop, downtempo, lounge",,306040,0.691,0.328,-5.766,0,0.0309,0.369,0.705,0.101,0.667,136.022
TRWZQYL12903CD01E0,The Season (Swag's Vocal Mix),Beanfield,"chillout, lounge",Electronic,441786,0.759,0.715,-7.671,1,0.057,0.105,0.567,0.0758,0.757,129.988
TRQNJRR128F933185E,Opium Shuffle,Death in Vegas,"rock, lounge",,303866,0.658,0.723,-10.233,1,0.0982,0.433,0.935,0.767,0.448,193.009
TRXIBGQ128F428A66F,Look Inside,4hero,"chillout, lounge, drum_and_bass",,246840,0.691,0.86,-6.72,0,0.082,0.185,4.68e-05,0.0696,0.753,124.982
TRIMJUJ12903CD43E5,Rogue Bagel,Ott,"chillout, lounge",Electronic,508560,0.499,0.857,-7.606,1,0.0301,0.000941,0.184,0.114,0.608,98.006
TRPKNJH128F4237D94,Veronique,Pink Martini,"jazz, lounge",,199093,0.473,0.161,-15.535,0,0.0318,0.843,0.00514,0.0925,0.229,80.181
TRCHFZF128F426BAB2,Nao Vou Fugir,Ive Mendes,"female_vocalists, chillout, lounge",,316320,0.506,0.496,-12.422,0,0.0379,0.445,0.000305,0.389,0.345,167.933
TRWHZOD128F92FE73D,Thomas the Fib,Red Snapper,"trip_hop, downtempo, lounge",,341400,0.651,0.576,-10.106,0,0.0485,0.233,0.907,0.103,0.454,95.959
TRXTCQW128F42968D8,The Night Garden,Waldeck,"electronic, chillout, trip_hop, downtempo, lounge",Electronic,336813,0.851,0.493,-14.42,1,0.0688,0.0417,0.86,0.0948,0.654,131.899
TRCNWPD128F426EEF5,From The Window of My Room,Cypress Hill,"rap, hip_hop, lounge",Rap,299866,0.9,0.618,-12.543,1,0.31,0.21,0.0098,0.198,0.616,101.915
TRXGOXT128F4257A1E,Que Maravilha,Jorge Ben,lounge,,338373,0.41,0.607,-10.375,1,0.0386,0.222,8.37e-05,0.836,0.319,135.329
TRLNYBQ12903CB51A5,Stay Out All Night,Bent,"electronic, chillout, lounge",,279986,0.657,0.842,-4.743,1,0.0275,5.84e-05,0.0241,0.0825,0.578,119.993
TRUTBML128E0788BBB,Depression Royale,De-Phazz,lounge,Jazz,164320,0.768,0.913,-7.904,1,0.0439,0.118,0.241,0.113,0.773,118.717
TRLPFRL128F92F159B,Moving Forward,Bitter:Sweet,"female_vocalists, chillout, trip_hop, lounge",,216666,0.566,0.391,-10.953,0,0.0688,0.438,0.0162,0.365,0.232,124.291
TRZTKDQ128F14A2F16,All Of You,Ella Fitzgerald,"jazz, lounge",Jazz,104573,0.544,0.178,-6.688,1,0.032,0.846,0.0,0.269,0.656,118.517
TRSZRAL128EF35F9D7,Taya Tan,Pink Martini,"jazz, lounge",,159906,0.57,0.266,-11.675,0,0.0312,0.631,1.2e-05,0.115,0.31,98.127
TRHCJSM128F92F0768,And I Love Him,Shirley Horn,"female_vocalists, jazz, lounge",,149640,0.406,0.163,-17.518,0,0.0505,0.794,0.00529,0.164,0.52,172.58
TRVMITN12903CD0143,Abstractions,Beanfield,"chillout, downtempo, lounge",Electronic,361426,0.339,0.56,-10.306,1,0.0584,0.4,0.902,0.0902,0.266,62.933
TRPWHPE128F932DC0C,Bird Mess,Belleruche,"jazz, lounge",Jazz,244453,0.881,0.556,-7.097,1,0.122,0.283,1.39e-05,0.0844,0.578,101.142
TRRFNYI12903CBD95D,Still In Love With You,Sade,"female_vocalists, soul, lounge",,264240,0.68,0.49,-8.888,0,0.0346,0.556,0.000924,0.122,0.289,77.008
TRSINJF12903CAFACD,Mon Coeur,Micatone,lounge,,238080,0.572,0.593,-12.155,0,0.0307,0.0389,0.85,0.125,0.623,107.011
TRRIWDU128F93211B3,Batucada,Walter Wanderley,lounge,,129400,0.613,0.676,-14.18,0,0.0403,0.584,0.87,0.0811,0.965,118.968
TRILBGK128F42A1F71,Veneno,Zoé,"rock, lounge",,254133,0.503,0.902,-4.668,0,0.0364,0.00115,0.022,0.551,0.422,139.061
TRSCFME128F933196A,You're Always the Sun,Supreme Beings of Leisure,"electronic, female_vocalists, trip_hop, lounge",Electronic,236533,0.779,0.693,-7.38,0,0.081,0.061,0.0273,0.0485,0.639,118.044
TROAVKE128E0792349,Hats Off,Primus,"rock, lounge",Rock,117866,0.764,0.885,-11.926,0,0.0416,0.783,0.118,0.108,0.64,139.644
TRCZWCW128EF344C09,Stereo 99,Blue States,"electronic, chillout, downtempo, lounge",Electronic,280480,0.471,0.92,-6.881,1,0.0402,0.000524,0.779,0.0841,0.243,175.983
TRTLIGI128F9343698,Nuit Magique,Jazzamor,"jazz, chillout, lounge",,228600,0.732,0.726,-7.586,0,0.0528,0.206,0.566,0.166,0.929,102.957
TRLTYXY128F424EF9F,Desert Walk,Deep Forest,"ambient, chillout, lounge, new_age",,314107,0.752,0.895,-7.054,1,0.105,0.113,0.000803,0.194,0.72,92.03
TRJSGYB128F42ACCF1,Unfinished Sympathy (Perfecto Mix),Massive Attack,"trip_hop, lounge",Electronic,318560,0.64,0.669,-11.785,1,0.0356,0.000788,0.461,0.135,0.578,113.672
TRDLVGE12903CB1F21,La Esquina,Federico Aubele,"chillout, lounge",Electronic,204853,0.693,0.529,-6.86,0,0.0383,0.198,0.47,0.299,0.54,96.225
TRLVIOH128F92FD558,Beautiful Crazy,Space Raiders,"chillout, lounge",Electronic,242706,0.579,0.319,-14.65,0,0.0519,0.666,0.0645,0.112,0.679,151.894
TRNEEDO128F14A50B7,Hot Day,Lemongrass,"electronic, chillout, downtempo, lounge",Rock,272960,0.646,0.93,-7.94,1,0.0621,0.0129,0.813,0.114,0.922,119.999
TRUEOAO128F93187A0,Closer To You,The Wallflowers,"rock, alternative, alternative_rock, love, mellow, lounge",Rock,197413,0.58,0.537,-9.588,1,0.0237,0.401,0.275,0.107,0.579,93.915
TRVFHXB128F930D53B,Strangers in the Night,Mel Tormé,"jazz, lounge",,160133,0.476,0.483,-8.281,0,0.0328,0.695,4.01e-06,0.162,0.477,90.69
TRBXNYB128F147A2DF,Montserrat,Orquesta Del Plata,lounge,Electronic,310120,0.719,0.599,-9.146,1,0.0364,0.0061,0.867,0.124,0.422,120.007
TRIIYQM128F92EF316,Strange Transmissions,The Peter Malick Group,"jazz, lounge",,246906,0.572,0.6,-7.667,1,0.0297,0.283,5.47e-05,0.0647,0.32,102.64
TRRJCAJ128F425A7A9,Savoir Faire,Ursula 1000,"electronic, downtempo, lounge",,344866,0.818,0.747,-13.622,1,0.0637,0.00186,0.706,0.686,0.132,116.019
TRBHYJI12903CB537C,Living on the Edge,Stéphane Pompougnac,"chillout, lounge",Electronic,279520,0.765,0.72,-7.071,0,0.0438,0.0371,0.166,0.0735,0.824,97.99
TRODILI128F4266756,Soñé,Zoé,lounge,,197933,0.542,0.793,-8.723,0,0.0286,0.115,0.084,0.121,0.793,90.012
TRLKAZU128F92E89BA,Georgia On My Mind,Oscar Peterson,"jazz, lounge",,223425,0.398,0.237,-17.362,1,0.0489,0.966,0.918,0.109,0.15,81.483
TRJUDZI128E0788BB8,Waste Of Words,De-Phazz,"chillout, lounge",,255693,0.767,0.815,-9.056,0,0.0458,0.127,0.00223,0.122,0.791,97.981
TRTFYDY128EF357CEB,Caminho,Jazzamor,"jazz, chillout, lounge",,201026,0.588,0.878,-7.632,0,0.033,0.0874,0.000914,0.259,0.973,95.976
TRCQPQJ128E0789138,Aspettami,Pink Martini,"jazz, chillout, lounge",,218480,0.509,0.0953,-13.507,1,0.0339,0.883,4.57e-06,0.219,0.197,110.927
TRAFZSW128F92D4773,L'Amour,Rouge Rouge,"electronic, lounge",Electronic,248600,0.838,0.941,-5.027,0,0.0375,0.211,0.834,0.0574,0.578,94.632
TRORFZE128F93381E1,Samba De Uma Nota So,Stan Getz,"jazz, lounge",,370986,0.706,0.242,-18.366,1,0.106,0.767,0.038,0.133,0.622,77.0
TRDKIXO128F426F4E2,Lost Muchachos,Sofa Surfers,"electronic, chillout, trip_hop, lounge",Electronic,54000,0.759,0.271,-20.484,1,0.0431,0.936,0.881,0.122,0.522,117.844
TRORXRP128F932B089,Feeling Blue,Jakatta,"chillout, lounge",,286720,0.661,0.652,-10.31,0,0.0488,0.463,0.918,0.312,0.558,75.013
TRXCDPV12903CD0141,Corso,Beanfield,"electronic, chillout, downtempo, lounge",Electronic,406933,0.718,0.96,-6.377,1,0.0394,0.000927,0.811,0.093,0.573,124.995
TRNQMCJ128F92F011B,Essarai,Cantoma,"chillout, lounge",,350226,0.672,0.65,-12.97,0,0.0423,0.355,0.756,0.164,0.325,91.002
TRGMTSI128F931C297,Ahoy There!,Mr. Scruff,"electronic, jazz, chillout, lounge",Electronic,264666,0.617,0.61,-11.189,1,0.215,0.493,4.04e-06,0.255,0.496,122.605
TRTFNLQ128F4258741,Love Can Sing,Pauline London,"chillout, lounge",,268095,0.692,0.546,-12.131,1,0.029,0.17,0.45,0.0959,0.387,119.992
TRKEAJC12903CB789C,Jellyfishes,Koop,"chillout, downtempo, lounge",Jazz,414186,0.608,0.613,-15.019,0,0.0409,0.0276,0.801,0.455,0.368,118.104
TRMXIJB128F931C2DE,Aerial Bright Dark Round,Jaga Jazzist,"jazz, lounge",Jazz,309933,0.25,0.381,-8.461,0,0.028,0.105,0.468,0.162,0.0556,110.809
TRUMDRQ128F4297FE0,Tones,Nova Nova,"ambient, chillout, lounge",,377240,0.537,0.367,-14.231,0,0.0412,0.976,0.869,0.105,0.134,140.881
TRMCBEE128EF344C05,Arion,Blue States,"electronic, chillout, lounge",Electronic,274600,0.476,0.639,-8.276,0,0.0326,0.231,0.944,0.132,0.29,153.973
TRPQEYO128F9329897,Encounters,Enigma,"ambient, chillout, lounge, new_age",,192813,0.245,0.367,-20.408,0,0.0648,0.892,0.41,0.246,0.129,88.844
TRHWZYC128E0796038,Para no Olvidar,Los Rodríguez,lounge,,234813,0.593,0.926,-3.696,0,0.0322,0.242,1.57e-06,0.207,0.961,104.854
TRNSAWT12903CA71CF,Nic's Groove,The Foreign Exchange,"soul, lounge",,337960,0.763,0.498,-8.827,0,0.326,0.169,0.00193,0.0983,0.502,93.033
TRMKMXU128F92F4AE6,Little Steps,Nostalgia 77,"downtempo, lounge",,189293,0.582,0.618,-6.671,1,0.0358,0.21,0.00749,0.128,0.532,79.467
TRPVBBO128F92FFE24,Shellback,Red Snapper,"electronic, trip_hop, lounge",Electronic,343466,0.643,0.653,-7.791,1,0.0608,0.286,0.00424,0.143,0.579,130.472
TRYUOHB128F92EB22D,You Are What You Are (Beautiful),Christina Aguilera,"electronic, female_vocalists, ambient, experimental, lounge",,284000,0.521,0.647,-6.493,1,0.0312,0.00211,0.861,0.429,0.309,159.856
TRNPIBP128F92FE744,Get Some Sleep Tiger,Red Snapper,"jazz, lounge",,249266,0.348,0.842,-7.202,0,0.0405,0.0128,0.861,0.2,0.647,92.749
TRENXTR128F4293E2F,Friendly Pressure,Jhelisa,"female_vocalists, lounge",,365600,0.433,0.0715,-17.303,0,0.0501,0.835,3.58e-06,0.105,0.14,102.424
TRJEYPM128F932293F,Slaapwagen,Waldeck,"electronic, chillout, trip_hop, downtempo, lounge",Electronic,320066,0.829,0.421,-11.364,1,0.0643,0.000263,0.914,0.0998,0.423,100.958
TROHTXC12903CEB997,Information,De-Phazz,"chillout, lounge",,247840,0.757,0.557,-13.739,1,0.0884,0.0342,0.477,0.267,0.885,79.981
TRUNXTS128F932D238,Ill Wind,Frank Sinatra,"jazz, lounge",,226826,0.265,0.149,-13.787,0,0.0317,0.931,1.28e-05,0.138,0.0734,90.154
TRVSYSX12903CD2543,Wet Welly,Goldfish,"electronic, jazz, lounge",,248266,0.943,0.783,-8.457,1,0.212,0.301,0.00202,0.101,0.934,123.002
TRGHLBU128F934D035,Smokebomb,Ursula 1000,"electronic, lounge",Electronic,303733,0.735,0.795,-7.332,1,0.0437,0.00876,0.866,0.0782,0.673,130.694
TRQVPOA12903CFA45A,Tango Square,Gotan Project,"electronic, lounge",Electronic,226053,0.582,0.483,-7.927,0,0.0248,0.196,0.157,0.0932,0.492,82.058
TRIMKAH128F426BC57,Let Me Go Lover,Dean Martin,"oldies, lounge",,180906,0.343,0.241,-8.121,1,0.0296,0.725,3.6e-06,0.333,0.223,72.983
TRLNONS128F92DB568,Past,Sub Sub,"chillout, lounge",,175133,0.592,0.374,-15.368,0,0.0346,0.394,0.931,0.0791,0.946,115.029
TROWRUE128F426F485,Anicca,Count Basic,"electronic, chillout, lounge",,363506,0.76,0.893,-7.158,0,0.0413,0.0889,0.528,0.279,0.843,110.003
TRQDXUE128F93305C2,Canción Animal,Soda Stereo,lounge,,247960,0.633,0.728,-7.674,0,0.0248,0.000299,0.00779,0.3,0.745,105.112
TRFGKLZ128F1468F8E,Mathar (Discovery of India mix),Indian Vibes,"electronic, instrumental, chillout, psychedelic, lounge",,352706,0.568,0.858,-8.053,1,0.0551,0.0579,0.379,0.325,0.64,117.725
TRRSPJH128F931116D,Moderation,Beady Belle,"female_vocalists, jazz, chillout, lounge",,318600,0.677,0.817,-6.164,0,0.107,0.226,0.000283,0.323,0.599,119.878
TRRLWTB128F92DDCA2,Knock Yourself Out,Jon Brion,"singer_songwriter, soundtrack, indie_pop, lounge",,130293,0.48,0.547,-10.375,1,0.0258,0.252,0.00123,0.395,0.488,94.967
TRMRWUR128F4263D65,Wrong Dance,De-Phazz,lounge,Jazz,177413,0.715,0.573,-10.284,1,0.0281,0.067,0.193,0.136,0.724,92.743
TRWVJCY128E0788BC7,Close To Jazz,De-Phazz,lounge,,141346,0.702,0.688,-7.953,0,0.0334,0.027,0.636,0.78,0.559,112.994
TRRFBCM12903CB53E5,So Ma Guisee,Mo' Horizons,"chillout, lounge",Electronic,316840,0.855,0.592,-9.724,1,0.104,0.101,0.000314,0.128,0.902,88.004
TRAACEU128F92C3B82,A Child Is Born,Jon Kennedy,"chillout, lounge",Jazz,216533,0.676,0.73,-10.381,1,0.0296,0.393,0.125,0.136,0.664,104.001
TROVJOX128F424BC4E,Kriss Kringle,Jon Kennedy,"chillout, trip_hop, downtempo, lounge",Electronic,187760,0.835,0.212,-20.876,1,0.0766,0.712,0.931,0.131,0.214,110.891
TRUYSQA128F4240FE1,Ain't it Pretty,will.i.am,"hip_hop, rnb, love, lounge",Rap,275813,0.675,0.726,-9.502,0,0.0425,0.298,2.94e-05,0.139,0.859,120.037
TRFDWID128F92EC490,Here Come The Blues,Nick Drake,"folk, singer_songwriter, british, acoustic, 60s, lounge",Folk,233106,0.488,0.119,-15.6,0,0.0408,0.936,0.703,0.105,0.301,124.753
TRAFTVK128EF34E9A8,Corner Pocket,Count Basie,"jazz, lounge",,315680,0.538,0.335,-11.392,1,0.0366,0.753,0.103,0.0516,0.768,137.93
TRCTUYV128F9337908,The Supreme Illusion,Thievery Corporation,"electronic, chillout, trip_hop, downtempo, lounge",Electronic,250226,0.617,0.773,-9.054,1,0.0464,0.0782,0.965,0.15,0.427,95.002
TRZWRHO128F92EBD2A,Wave of time,21 Hertz,"trip_hop, lounge",Electronic,384573,0.646,0.293,-15.91,1,0.0365,0.0744,0.814,0.302,0.43,82.009
TRJBHME12903CD55EA,Something Wicked This Way Comes,Barry Adamson,"alternative, chillout, soundtrack, lounge",,273333,0.687,0.466,-12.16,1,0.037,1.67e-05,0.93,0.121,0.429,99.566
TRLDUML128F931C2E0,Toxic Dart,Jaga Jazzist,"electronic, jazz, lounge",Jazz,316253,0.548,0.829,-6.982,1,0.0494,0.000951,0.0234,0.685,0.382,130.057
TRVGRXU128F425093A,What's My Age Again,Richard Cheese,lounge,,83400,0.869,0.688,-7.765,0,0.11,0.67,0.0,0.216,0.971,138.026
TRPGKTU128F1495B38,Angel eyes,Rue du Soleil,"chillout, lounge",,323760,0.609,0.531,-7.261,0,0.0319,0.0618,0.000848,0.0725,0.229,125.984
TRUJEBD12903CB4BB3,Smoke Gets In Your Eyes,Bryan Ferry,"rock, 80s, 70s, lounge",,173546,0.512,0.577,-9.737,1,0.0317,0.271,0.0861,0.127,0.594,118.117
TRABRCZ128F92F86BF,Lagoa,Audio Lotion,"chillout, downtempo, lounge",,362426,0.622,0.495,-10.812,0,0.0568,0.527,0.000916,0.101,0.577,120.012
TRBSFPD12903CD0149,Mohair,Beanfield,"chillout, lounge",,408333,0.495,0.881,-7.254,1,0.0474,0.38,0.48,0.0965,0.634,129.693
TRZRCCG12903C980A5,Are You Gonna Be My Girl?,Richard Cheese,"cover, lounge",Rock,142026,0.761,0.399,-10.008,1,0.0286,0.543,2.52e-05,0.282,0.686,110.143
TRIQFGY128F425BFEB,Ground Level,Stereo MC's,"electronic, hip_hop, lounge",,253106,0.787,0.92,-7.462,1,0.0478,0.182,0.00441,0.0729,0.903,120.161
TRHQTIG128F933A312,Blackstone Rock,Quantic,"electronic, downtempo, lounge",Electronic,249493,0.804,0.98,-6.439,0,0.0515,0.00927,0.753,0.335,0.448,124.978
TREGDYI12903CF1DD4,Bobagem,Céu,"chillout, lounge",,139080,0.848,0.21,-15.579,1,0.239,0.602,0.00428,0.106,0.166,145.859
TRABFOV128F1477421,Star Chasers,4hero,"electronic, chillout, lounge, drum_and_bass",Electronic,292893,0.504,0.377,-13.519,1,0.0386,0.0719,0.257,0.271,0.5,94.649
TRBQWAQ128F92E4011,"Augusta, Angélica e Consolação",Tom Zé,"70s, lounge",Latin,224866,0.656,0.375,-10.531,1,0.0631,0.699,3.62e-06,0.155,0.83,137.981
TRANTFK12903CFB1E2,But I Do,Poldoore,"hip_hop, downtempo, lounge",,238846,0.651,0.787,-4.177,0,0.0482,0.00226,0.215,0.16,0.689,93.005
TRNCQNH128F9343FD9,Déjate Caer,Los Tres,"rock, lounge",,202733,0.546,0.549,-8.478,1,0.0284,0.436,0.0,0.127,0.615,115.292
TRHYJPK12903CD023B,68 Moves,The Underwolves,"chillout, lounge",Electronic,221720,0.397,0.533,-7.782,0,0.0343,0.404,0.0548,0.26,0.0848,119.938
TRIPYGX128F92E3B97,La Tina,Ximena Sariñana,"pop, female_vocalists, lounge",,236733,0.548,0.443,-8.23,0,0.199,0.0707,0.001,0.0772,0.475,79.641
TRUQFAK12903CC2344,Let's Write A Book,Field Music,lounge,,221133,0.716,0.654,-8.893,1,0.0489,0.132,0.043,0.103,0.835,98.016
TRMZHPK12903CFA463,Panamericana,Gotan Project,"chillout, lounge",Electronic,273240,0.767,0.614,-8.67,0,0.029,0.0301,0.849,0.103,0.458,106.986
TRFWWVW128F92FE8F9,(Man) Tha Journey,Nightmares on Wax,"electronic, chillout, trip_hop, downtempo, lounge",Electronic,379600,0.838,0.946,-6.931,0,0.0478,0.000298,0.912,0.0478,0.458,94.961
TRXFJRG128F4233FA9,Can't We Be Friends?,Frank Sinatra,"jazz, lounge",,165706,0.478,0.0511,-17.091,1,0.0445,0.907,0.0,0.108,0.206,100.32
TRMAPGU12903CD06BD,I Feel Blue,Alif Tree,"chillout, downtempo, lounge",Jazz,293653,0.535,0.475,-9.725,1,0.0536,0.811,0.423,0.602,0.108,117.074
TRPQRTT128F93284CD,Drinking Again,Frank Sinatra,"jazz, lounge",,194093,0.308,0.181,-13.736,0,0.0333,0.897,0.000427,0.108,0.134,112.097
TROJFRB12903CB85FC,Reality Check,Stigmato Inc.,"chillout, lounge",,234733,0.734,0.649,-9.863,1,0.0403,0.0161,0.0109,0.122,0.357,109.949
TRUKVYS128F4281B44,Four Fingered Fisherman,Sun Kil Moon,"indie, folk, acoustic, lounge",,162480,0.36,0.119,-21.245,1,0.0319,0.789,0.823,0.111,0.286,99.556
TRTZOLF128EF354287,Early Bird,Tricky,"electronic, trip_hop, lounge, blues_rock",,209813,0.417,0.526,-8.314,1,0.0599,0.201,2.2e-05,0.163,0.471,143.081
TRQSXQA128F4281B47,Trucker's Atlas,Sun Kil Moon,"indie, folk, lounge",Rock,169626,0.499,0.288,-12.172,1,0.0306,0.902,0.00153,0.098,0.552,163.341
TRXPMKV12903D049B3,Pay Attention,Dilated Peoples,"hip_hop, lounge",,204506,0.645,0.845,-4.579,1,0.323,0.523,0.00411,0.113,0.497,88.386
TRQFYWI128F92FBE63,A Night in Lenasia,Deepak Ram,"chillout, lounge",World,258519,0.631,0.811,-10.034,1,0.0379,0.732,0.936,0.0871,0.961,170.676
TRLCRZL128F932DDBF,Remember 99,TM Juke,"chillout, trip_hop, downtempo, lounge",Electronic,403186,0.654,0.284,-17.508,0,0.42,0.939,0.884,0.097,0.102,69.989
TRUPHAR12903CB3093,Plastic Stress,Terranova,"electronic, female_vocalists, chillout, trip_hop, lounge",Electronic,276933,0.704,0.469,-10.706,1,0.0589,0.105,0.625,0.325,0.294,122.0
TRCWXIE128F1460B75,The Essence,Herbie Hancock,"jazz, lounge, drum_and_bass",,282440,0.575,0.398,-12.57,0,0.0446,0.0387,0.214,0.15,0.406,171.99
TRJYUJS128F4271ED8,Night Of Joy,The Breeders,"rock, alternative, lounge",Rock,205840,0.763,0.19,-21.083,0,0.0341,0.88,0.888,0.109,0.126,115.974
TROVLXR128E0790C6F,I'll Never Be the Same,Frank Sinatra,"jazz, american, lounge",,186435,0.2,0.0604,-23.672,0,0.0351,0.97,0.000267,0.121,0.153,92.056
TRPLWVM128F932DDB9,Map Two,TM Juke,"instrumental, chillout, trip_hop, downtempo, lounge",Electronic,209333,0.699,0.805,-8.479,1,0.0583,0.649,0.502,0.37,0.752,170.452
TRSWNKS128F931C19D,Swingpool,9 Lazy 9,"electronic, lounge",,244640,0.801,0.508,-18.142,1,0.0867,0.00655,0.92,0.107,0.633,97.723
TRFLHSP128F931C253,Weow,Funki Porcini,"electronic, chillout, trip_hop, downtempo, lounge",Electronic,361853,0.381,0.609,-13.508,1,0.0448,0.00141,0.708,0.123,0.109,96.721
TRHCFCH128F4263D62,Looks,De-Phazz,lounge,Jazz,242653,0.672,0.936,-8.984,0,0.0355,0.605,0.53,0.192,0.855,109.995
TRROFDK128F1499D84,Este Seu Olhar,Diana Krall,"jazz, lounge",Jazz,165053,0.495,0.144,-18.124,1,0.0324,0.686,0.0033,0.121,0.295,104.989
TREGZFB128F4265120,Till The End,A Forest Mighty Black,"chillout, downtempo, lounge",Rock,202933,0.526,0.835,-7.104,0,0.0286,0.16,0.925,0.108,0.569,101.234
TRFOPWY128F92E0633,Catalpa,Beanfield,"electronic, downtempo, lounge",,113600,0.774,0.587,-11.484,0,0.0533,0.405,0.902,0.0786,0.539,124.039
TRXQXYN12903CD02DE,A Festa,Trüby Trio,"electronic, lounge, drum_and_bass",Electronic,411000,0.754,0.908,-4.806,1,0.0744,0.0141,0.326,0.07,0.363,175.996
TRVMXIR128F92F02DD,Works,Diplo,"electronic, hip_hop, trip_hop, lounge",,532920,0.621,0.634,-9.937,0,0.0772,0.277,0.571,0.0516,0.245,133.996
TRWMQXV12903CE8DE8,Soulbitch,Yonderboi,"electronic, experimental, trip_hop, lounge",Electronic,312533,0.641,0.555,-7.012,1,0.0263,0.00157,0.661,0.0926,0.222,100.038
TRVKUVL128F428BBA4,Dosvedanya Mio Bombino,Pink Martini,"jazz, lounge",,281786,0.592,0.592,-6.584,0,0.0393,0.686,6.05e-05,0.0772,0.4,113.911
TRLZCFS128F42B282B,Hired Goons,Evil Nine,lounge,Electronic,344400,0.765,0.493,-6.834,0,0.0422,0.00207,0.891,0.0966,0.742,126.97
TRSEOJA128F933C783,Pity Party,Blockhead,"electronic, hip_hop, downtempo, lounge",,262666,0.672,0.475,-13.232,1,0.057,0.315,0.752,0.13,0.434,81.002
TRJSKOK12903CABAA4,Easter Song,A Man Called Adam,"ambient, chillout, lounge",Electronic,452053,0.393,0.516,-12.842,0,0.0915,0.753,0.296,0.399,0.134,94.404
TRTQLIK128F42475C7,Enjoy The Sound,Smolik,"chillout, lounge, polish",,250386,0.581,0.47,-10.724,1,0.0313,0.369,0.0177,0.109,0.469,94.989
TRGHJBB128F92CC907,Lizard's Bridge,Zach Gill,"jazz, funk, lounge",,202666,0.685,0.6,-10.675,0,0.0352,0.00304,0.658,0.137,0.794,135.45
TRWBGEN128F42993A5,Look What You're Doin' to Me,Jazzanova,"chillout, lounge",,181960,0.798,0.705,-7.337,0,0.0313,0.307,0.000116,0.0881,0.955,122.991
TRYIMWL128F427084F,I Hear a Rhapsody,John Coltrane,"jazz, lounge",,355971,0.593,0.574,-7.976,1,0.0326,0.69,0.00496,0.145,0.553,98.774
TRCRQFE12903CA6BB3,Galapagos,Emancipator,"ambient, instrumental, mellow, lounge",,117894,0.165,0.18,-22.32,0,0.0413,0.98,0.917,0.109,0.0623,61.617
TRBLYUA128F934D1CF,Revolution Solution,Thievery Corporation,"chillout, downtempo, lounge",Electronic,237413,0.64,0.436,-14.57,0,0.0359,0.481,0.321,0.0666,0.391,103.974
TRAEKPC128F427B63F,Punch Drunk,Sade,"jazz, instrumental, soul, lounge",,325600,0.516,0.343,-11.852,1,0.0394,0.168,0.696,0.0901,0.376,177.108
TRUQXPI128F429BC22,Room Service,Parov Stelar,lounge,,217186,0.855,0.542,-9.065,1,0.0601,0.343,0.382,0.0795,0.782,120.014
